level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Late-type supergiant stars,K supergiant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Late-type supergiant stars,Red supergiant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Early-type supergiant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Early-type supergiant stars,A supergiant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Early-type supergiant stars,OB supergiant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Early-type supergiant stars,B supergiant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Supergiant stars,Early-type supergiant stars,O supergiant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Hypergiant stars,,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Hypergiant stars,Yellow hypergiant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Red giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Red giant stars,Red straggler stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Red giant stars,OGLE small amplitude red giant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Chemically peculiar giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,R stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,S stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,S stars,Zirconium stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Lb variable stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,O giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,A giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Weak G band stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,CH stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Extreme carbon stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,R Coronae Borealis variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,Soft gamma-ray repeaters,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,T Tauri stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,T Tauri stars,Weak-line T Tauri stars,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,T Tauri stars,Classical T Tauri stars,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Irregular variable stars,Lc variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,M giant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,M giant stars,Me variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,SRb variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,SRc variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,SRa variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,SRS variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,SRd variable stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Semi-regular variable stars,SRd variable stars,UU Herculis stars,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,Manganese stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,Technetium stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,Barium stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,Barium stars,Semi-barium stars,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,Strontium stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,S stars,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Heavy metal stars,S stars,Zirconium stars,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,K giant stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,Late-type giant stars,Mira variable stars,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,OH/IR stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,CN stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,B giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,F giant stars,,,,,
Stellar astronomy,Stellar types,Stellar evolutionary types,Evolved stars,Giant stars,G giant stars,,,,,
Stellar astronomy,Stellar types,Solar analogs,,,,,,,,
Stellar astronomy,Stellar types,Supernovae,,,,,,,,
Stellar astronomy,Stellar types,Supernovae,Hypernovae,,,,,,,
Stellar astronomy,Stellar types,Supernovae,Type Ia supernovae,,,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,,,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,Type II supernovae,,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,Type Ic supernovae,,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,Type Ib supernovae,,,,,,
Stellar astronomy,Stellar types,Early-type stars,,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,53 Persei stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,B subgiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,B giant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,B subdwarf stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,B supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,Mercury-manganese stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,B dwarf stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,BW stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,Bp stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,Be stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,Be stars,B(e) stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,Be stars,Herbig Ae/Be stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,B stars,Be stars,Lambda Eridani stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type variable stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type variable stars,SX Arietis variable stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type variable stars,Luminous blue variable stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type variable stars,Luminous blue variable stars,S Doradus stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type variable stars,Beta Cephei variable stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Faint blue stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,A subdwarf stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Am stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,A giant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,A subgiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ae stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ae stars,Herbig Ae/Be stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ap stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ap stars,Rapidly oscillating Ap star,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ap stars,Manganese stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ap stars,Silicon stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,Ap stars,Holmium stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,A supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,A stars,A dwarf stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Wolf-Rayet stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Wolf-Rayet stars,WC stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Wolf-Rayet stars,WN stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Wolf-Rayet stars,WCN stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Be stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Be stars,B(e) stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Be stars,Herbig Ae/Be stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Be stars,Lambda Eridani stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Of stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Oe stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Ae stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Ae stars,Herbig Ae/Be stars,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type emission stars,Oef stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,Oef stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,O supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,Of stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,O subdwarf stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,Oe stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,O dwarf stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,O giant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,O stars,O subgiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,OB stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,OB stars,OB supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type supergiant stars,,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type supergiant stars,A supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type supergiant stars,OB supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type supergiant stars,B supergiant stars,,,,,,
Stellar astronomy,Stellar types,Early-type stars,Early-type supergiant stars,O supergiant stars,,,,,,
Stellar astronomy,Stellar types,Low mass stars,,,,,,,,
Stellar astronomy,Stellar types,Massive stars,,,,,,,,
Stellar astronomy,Stellar types,Massive stars,High mass x-ray binary stars,,,,,,,
Stellar astronomy,Stellar types,Multiple stars,,,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Interferometric binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Astrometric binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Wide binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Companion stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Companion stars,Tertiary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Companion stars,Substellar companion stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Spectroscopic binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,Upsilon Sagittarii stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,Algol variable stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,W Ursae Majoris variable stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,Beta Lyrae stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Detached binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Visual binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,Binary pulsars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,X-ray binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,X-ray binary stars,X-ray bursters,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,X-ray binary stars,Low-mass x-ray binary stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,X-ray binary stars,Low-mass x-ray binary stars,Hz Herculis x-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Compact binary stars,X-ray binary stars,High mass x-ray binary stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Z Andromedae stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Contact binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Contact binary stars,W Ursae Majoris variable stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Stellar mergers,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Common envelope binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,Binary pulsars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,X-ray binary stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,X-ray binary stars,X-ray bursters,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,X-ray binary stars,Low-mass x-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,X-ray binary stars,Low-mass x-ray binary stars,Hz Herculis x-ray binary stars,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Compact binary stars,X-ray binary stars,High mass x-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,X-ray binary stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,X-ray binary stars,X-ray bursters,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,X-ray binary stars,Low-mass x-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,X-ray binary stars,Low-mass x-ray binary stars,Hz Herculis x-ray binary stars,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,X-ray binary stars,High mass x-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Algol variable stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,AM Canum Venaticorum stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,SX Arietis variable stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,WZ Sagittae stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Nova-like variable stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Nova-like variable stars,UX Ursae Majoris stars,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Nova-like variable stars,VY Sculpturis stars,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Slow novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Recurrent novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Fast novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Dwarf novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Dwarf novae,U Geminorum stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Dwarf novae,SX Arietis variable stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Dwarf novae,SU Ursae Majoris stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Dwarf novae,Z Camelopardalis stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Dwarf novae,WZ Sagittae stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Classical novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,DQ Herculis stars,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,X-ray novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,Novae,Symbiotic novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,UV Persei stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Semi-detached binary stars,Cataclysmic variable stars,AM Herculis stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Symbiotic binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Symbiotic binary stars,Symbiotic novae,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Symbiotic binary stars,Z Andromedae stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Ellipsoidal variable stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Ellipsoidal variable stars,FK Comae stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Ellipsoidal variable stars,Beta Lyrae stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Relativistic binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Double periodic variable stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Trinary stars,,,,,,,
Stellar astronomy,Stellar types,Variable stars,,,,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,,,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Short period variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Short period variable stars,Delta Scuti variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Short period variable stars,Beta Cephei variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,ZZ Ceti stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Beta Cephei variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,SX Phoenicis variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RRd variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,Double-mode Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,UU Herculis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,OGLE small amplitude red giant stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double periodic variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,Delta Scuti variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Multi-periodic variable stars,PG 1159 stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,OGLE small amplitude red giant stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Mira variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Slow irregular variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Slow irregular variable stars,Lb variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,SRb variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,SRc variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,SRa variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,SRS variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,SRd variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Periodic variable stars,Long period variable stars,Semi-regular variable stars,SRd variable stars,UU Herculis stars,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,,,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,Upsilon Sagittarii stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,Algol variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,W Ursae Majoris variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,Beta Lyrae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Ellipsoidal variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Ellipsoidal variable stars,FK Comae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Ellipsoidal variable stars,Beta Lyrae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Peculiar variable stars,,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Gamma Doradus variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Delta Scuti variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,PV Telescopii variable stars,,,,,
